DB,SITEID,DUPL,TARGSITEID,LAT,LON,ELEV,DATE,TIME,STATE,MAPSHEET,LANDFORM TYPE,GEOMORPH1,GEOMORPH2,LANDUSE1,LANDUSE1a,LANDUSE2,LANDUSE2a,CONTAMtxt,TOSID,TOSTYPE,TOSTOPD,TOSBD,TOSRAD,TOSpH,BOSID,BOSTYPE,BOSTOPD,BOSBD,BOSRAD,BOSpH
field,2007190094,,TS0855,-25.703,135.778,115,07.05.2008,12:40,NT,McDills,aeolian landforms,sand deposition wind,,1 0 0 Conservation and Natural Environments,,,,None,2007190094001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190094002,AUGER SAMPLE,0.6,0.9,1,6.5
field,2007190095,,TS0074,-28.801,133.532,167,07.09.2009,,SA,Giles,pediplain,sheet flow sheet or surface wash,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,None,2007190095001,PIT TRENCH SAMPLE,0.05,0.1,1,8.5,2007190095002,PIT TRENCH SAMPLE,0.65,0.7,1,8.5
field,2007190096,,TS0715,-17.045,134.017,212,24.05.2008,11:20,NT,Beeteloo,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,Water dam for cattle under construction 300 m SE,2007190096001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190096002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190097,,TS0440,-28.746,124.032,341,28.03.2008,12:05,WA,Rason,stagnant alluvial plain,sheet flow sheet or surface wash,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007190097001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190097002,AUGER SAMPLE,0.6,0.9,1,7.5
field,2007190098,,TS0096,-27.687,136.831,6,11.08.2008,13:45,SA,Oodnadatta,flood plain,over bank stream flow,sheet flow  sheet or surface wash,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,,2007190098001,PIT TRENCH SAMPLE,0.05,0.1,1,9,2007190098002,PIT TRENCH SAMPLE,0.6,0.8,1,8.5
field,2007190099,,TS0654,-12.771,130.745,9,21.09.2007,15:50,NT,Darwin,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,150m upstreem from dirt road,2007190099001,PIT TRENCH SAMPLE,0,0.1,1,4,2007190099002,AUGER SAMPLE,0.6,0.89,1,4.5
field,2007190101,,TS0573,-31.629,115.73,25,06.07.2007,15:30,WA,Perth,longitudinal dunefield,wind,,1 0 0 Conservation and Natural Environments,,4 4 0 Irrigated perennial horticulture,,50 m downslope of sealed road and powerline,2007190101001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190101002,AUGER SAMPLE,0.6,0.88,1,6.5
field,2007190103,,TS0919,-17.857,141.134,7,22.09.2007,08:30,QLD,Normanton,anastomatic plain,channelled stream flow,rilling/gullying,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,100m upstream from bridge road,2007190103001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190103002,PIT TRENCH SAMPLE,0.7,0.8,1,5.5
field,2007190104,,TS0040,-31.207,131.45,61,21.06.2009,,SA,Nullarbor,pediplain,sheet flow sheet or surface wash,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,None ,2007190104001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007190104002,PIT TRENCH SAMPLE,0.4,0.45,1,9.5
field,2007190105,,TS1140,-27.636,148.74,213,01.11.2007,16:25,QLD,Surat,alluvial terrace,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,3 2 0 Dryland Grazing modified pastures,,,2007190105001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190105002,AUGER SAMPLE,0.64,0.91,1,9.5
field,2007190106,,TS1228,-31.49,142.186,145,31.03.2008,17:50,NSW,Broken Hill,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  no wire contamination  in amongst trees,2007190106001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190106002,AUGER SAMPLE,0.51,0.7,1,9
field,2007190107,2007190913,TS0048,-30.693,134.281,105,05.11.2009,,SA,Tarcoola,peneplain,over bank stream flow,sheet flow  sheet or surface wash,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,100m upstream of railway but downstream of formerly important road ,2007190107001,PIT TRENCH SAMPLE,0.15,0.25,1,7,2007190107002,PIT TRENCH SAMPLE,0.6,0.65,1,7
field,2007190108,,TS1161,-28.686,143.247,112,08.06.2008,08:00,QLD,Bulloo,alluvial terrace,over bank stream flow,dust deposition wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Bore and temporary cattle yards 300m upstream from point ,2007190108001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190108002,AUGER SAMPLE,0.6,0.78,1,6
field,2007190110,2007191182,TS1354,-37.719,148.477,18,02.04.2008,09:30,VIC,Bairnsdale Special,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,4 3 0 Irrigated cropping,1 0 0 Conservation and Natural Environments,,,2007190110001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190110002,AUGER SAMPLE,0.52,0.9,1,5
field,2007190111,,TS1114,-26.923,142.086,109,05.06.2008,16:40,QLD,Barrolka,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190111001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190111002,AUGER SAMPLE,0.63,0.91,1,7
field,2007190112,,TS1270,-33.148,149.504,502,11.03.2008,09:50,NSW,Bathurst,depositional plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,Clean site  track nearby 10m  dirt bitumen road above site,2007190112001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190112002,PIT TRENCH SAMPLE,0.51,0.68,1,6
field,2007190113,,TS0948,-19.814,146.028,277,07.10.2007,14:45,QLD,Townsville,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,,2007190113001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007190113002,AUGER SAMPLE,0.65,0.85,1,5
field,2007190114,2007191045,TS1095,-25.687,151.78,150,24.07.2007,15:45,QLD,Maryborough,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190114001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190114002,AUGER SAMPLE,0.67,0.84,1,8
field,2007190115,,TS0149,-31.715,138.216,103,18.05.2009,,SA,Parachilna,alluvial plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,Little   Old hut about 400m upstream  railway 400m downstream ,2007190115001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007190115002,AUGER SAMPLE,0.6,0.8,1,9.5
field,2007190116,,TS0708,-16.27,137.088,10,17.07.2008,11:15,NT,Robinson River,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007190116001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190116002,AUGER SAMPLE,0.6,1,1,6.5
field,2007190117,,TS1027,-23.661,139.875,108,05.04.2008,09:30,QLD,Springvale,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,nil,2007190117001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190117002,AUGER SAMPLE,0.62,0.81,1,8.5
field,2007190118,2007191552,TS0656,-12.959,132.383,6,19.09.2007,11:50,NT,Alligator River,alluvial plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Camping site 100m on opposite side of billabong,2007190118001,PIT TRENCH SAMPLE,0,0.1,1,4,2007190118002,AUGER SAMPLE,0.6,0.8,1,5
field,2007190119,,TS0770,-20.532,131.065,300,25.07.2008,10:53,NT,Mt Solitaire,aeolian landforms,dust deposition wind,detrital deposition still water,2 1 0 Grazing natural vegetation,,,,,2007190119001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190119002,AUGER SAMPLE,0.6,0.8,1,6.5
field,2007190121,2007191545,TS0070,-29.052,133.29,168,06.09.2009,,SA,Tallaringa,pediplain,sheet flow sheet or surface wash,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,None,2007190121001,PIT TRENCH SAMPLE,0.05,0.1,1,5,2007190121002,PIT TRENCH SAMPLE,0.55,0.65,1,8
field,2007190122,,TS1262,-33.075,145.589,141,24.01.2008,15:55,NSW,Cargelligo,flood plain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  fence about 200m away  no wire etc,2007190122001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190122002,AUGER SAMPLE,0.53,0.76,1,9
field,2007190123,,TS0788,-21.293,132.77,420,30.07.2008,13:07,NT,Mount Peake,meander plain,dust deposition wind,sand deposition wind,2 1 0 Grazing natural vegetation,,,,,2007190123001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190123002,AUGER SAMPLE,0.6,0.8,1,6.5
field,2007190124,,TS1355,-37.174,145.569,160,17.04.2008,09:30,VIC,Warburton,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,Irrigation machinery in field 500  sewrege farm upstream,2007190124001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190124002,AUGER SAMPLE,0.52,0.82,1,5.5
field,2007190125,2007191532,TS0961,-20.481,140.59,0,18.09.2007,11:00,QLD,Cloncurry,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190125001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190125002,AUGER SAMPLE,0.6,0.88,1,6.5
field,2007190126,,TS1090,-25.646,149.792,176,16.10.2007,12:20,QLD,Taroom,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190126001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190126002,AUGER SAMPLE,0.58,0.7,1,4.5
field,2007190127,,TS0122,-36.278,140.813,92,14.05.2008,13:30,SA,Naracoorte,flood plain,over bank stream flow,,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,,2007190127001,PIT TRENCH SAMPLE,0.05,0.15,1,6.5,2007190127002,AUGER SAMPLE,0.4,0.8,1,7.5
field,2007190128,,TS1242,-32.54,144.795,107,03.04.2008,18:26,NSW,Louth,flood plain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Clean site  excavated levee bank 30m from site  Site has not been disturbed ,2007190128001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190128002,AUGER SAMPLE,0.47,0.71,1,9
field,2007190129,,TS0583,-31.814,126.558,87,26.01.2008,09:25,WA,Madura,peneplain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,,2007190129001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190129002,AUGER SAMPLE,0.6,0.9,1,9
field,2007190130,,TS0442,-28.875,122.114,392,26.03.2008,14:11,WA,Laverton,flood plain,channelled stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190130001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190130002,AUGER SAMPLE,0.6,0.85,1,8
field,2007190131,,TS0019,-32.669,134.305,1,02.05.2009,,SA,Streaky Bay,rises,sheet flow sheet or surface wash,channelled stream flow,5 6 0 Utilities,,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,Poor site   Near major road  fence in proposed housing development   Best of a bad lot ,2007190131001,PIT TRENCH SAMPLE,0.05,0.15,1,10,2007190131002,PIT TRENCH SAMPLE,0.4,0.45,1,10
field,2007190132,,TS0834,-24.985,137.608,72,10.05.2008,12:20,NT,Simpson Desert North,aeolian landforms,sand deposition wind,water,1 0 0 Conservation and Natural Environments,,,,None,2007190132001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190132002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190134,,TS0162,-30.166,137.75,96,21.05.2009,,SA,Andamooka,bar plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,None,2007190134001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007190134002,AUGER SAMPLE,0.6,0.8,1,9
field,2007190135,,TS0319,-22.104,118.284,394,08.05.2008,13:32,WA,Mount Bruce,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190135001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190135002,AUGER SAMPLE,0.6,0.8,1,8.5
field,2007190136,,TS1379,-41.504,147.059,131,07.02.2008,15:00,TAS,North East,alluvial plain,water,,3 2 0 Dryland Grazing modified pastures,,3 2 0 Dryland Grazing modified pastures,5 2 3 Sheep,,2007190136001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007190136002,AUGER SAMPLE,0.57,0.85,1,4.5
field,2007190137,,TS0763,-20.14,132.359,420,29.07.2008,11:42,NT,Lander River,aeolian landforms,dust deposition wind,detrital deposition still water,2 1 0 Grazing natural vegetation,,,,,2007190137001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190137002,AUGER SAMPLE,0.7,0.9,1,6.5
field,2007190138,,TS0975,-21.002,146.424,203,11.10.2007,15:00,QLD,Charters Towers,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Cattle  20m from fence  gt200m to highway ,2007190138001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190138002,AUGER SAMPLE,0.56,0.79,1,7
field,2007190139,,TS0492,-26.678,122.905,441,29.02.2008,14:25,WA,Kingston,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190139001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190139002,AUGER SAMPLE,0.6,0.9,1,8.5
field,2007190141,,TS0446,-28.936,123.272,418,28.03.2008,08:45,WA,Rason,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190141001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190141002,AUGER SAMPLE,0.6,0.9,1,8
field,2007190142,,TS0577,-31.613,122.447,273,13.12.2007,16:30,WA,Widgiemooltha,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,Nil,2007190142001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190142002,AUGER SAMPLE,0.6,0.7,1,8
field,2007190144,,TS1085,-25.517,152.644,53,24.07.2007,13:00,QLD,Maryborough,flood plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,3 2 0 Dryland Grazing modified pastures,,,2007190144001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190144002,AUGER SAMPLE,0.65,0.78,1,6.5
field,2007190145,2007191105,TS0039,-31.247,130.898,71,20.06.2009,,SA,Nullarbor,pediplain,sheet flow sheet or surface wash,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,None ,2007190145001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007190145002,AUGER SAMPLE,0.6,0.8,1,9.5
field,2007190146,,TS0803,-22.851,129.233,320,01.06.2008,10:17,NT,Lake Mackay,flood plain,detrital deposition still water,dust deposition wind,1 0 0 Conservation and Natural Environments,,,,,2007190146001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190146002,AUGER SAMPLE,0.7,0.75,1,7.5
field,2007190147,,TS0420,-26.052,121.934,459,28.02.2008,11:45,WA,Kingston,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190147001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190147002,AUGER SAMPLE,0.6,0.7,1,8.5
field,2007190148,,TS1199,-30.312,141.065,81,28.05.2008,15:50,NSW,Cobham Lake,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  ledge above dry creek bed  no rubbish wire,2007190148001,PIT TRENCH SAMPLE,0,0.1,1,9,2007190148002,PIT TRENCH SAMPLE,0.61,0.73,1,9.5
field,2007190149,,TS1304,-35.164,143.7,75,20.12.2007,09:18,NSW,Swan Hill,flood plain,over bank stream flow,,3 3 0 Dryland Cropping,4 3 3 Irrigated hay & silage,3 3 0 Dryland Cropping,5 2 2 Cattle,Site relatively clean,2007190149001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190149002,AUGER SAMPLE,0.55,0.8,1,5
field,2007190150,,TS0793,-21.834,135.516,362,16.05.2008,15:15,NT,Elkedra,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007190150001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190150002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190151,,TS0485,-26.498,121.628,488,28.02.2008,09:40,WA,Kingston,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190151001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190151002,AUGER SAMPLE,0.6,0.8,1,8
field,2007190152,,TS0556,-30.838,126.239,178,29.01.2008,11:25,WA,Loongana,peneplain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190152001,PIT TRENCH SAMPLE,0,0.1,1,9,2007190152002,AUGER SAMPLE,0.6,0.9,1,9
field,2007190153,,TS0614,-33.731,121.991,33,15.12.2007,09:20,WA,Esperance,alluvial terrace,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,Nil,2007190153001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190153002,AUGER SAMPLE,0.6,0.9,1,6
field,2007190154,2007190568,TS0864,-12.495,141.892,97,09.08.2008,14:25,QLD,Weipa,alluvial terrace,over bank stream flow,,5 8 0 Mining,,,,Nil,2007190154001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190154002,AUGER SAMPLE,0.6,0.85,1,6.5
field,2007190155,2007191031,TS1073,-24.977,138.736,62,23.05.2008,12:30,QLD,Bedourie,alluvial swamp,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,nil,2007190155001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190155002,AUGER SAMPLE,0.61,0.82,1,6
field,2007190156,,TS1202,-30.235,142.45,125,27.05.2008,16:30,NSW,Cobham Lake,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  ledge above dry creek bed  cattle grazing nearby  no wire rubbish,2007190156001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190156002,AUGER SAMPLE,0.56,0.72,1,9.5
field,2007190158,,TS0734,-18.282,134.227,208,22.05.2008,12:00,NT,Helen Springs,alluvial plain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,,,,None,2007190158001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190158002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190159,,TS0049,-30.659,130.031,136,19.06.2009,,SA,Cook,pediplain,sheet flow sheet or surface wash,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Transcontinental Railway line about 600m to the north ,2007190159001,PIT TRENCH SAMPLE,0.05,0.1,1,9.5,2007190159002,PIT TRENCH SAMPLE,0.2,0.3,1,9.5
field,2007190161,2007191413,TS0458,-29.357,121.876,353,26.03.2008,08:16,WA,Edjudina,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190161001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190161002,AUGER SAMPLE,0.6,0.9,1,8.5
field,2007190162,,TS1332,-35.116,141.553,41,18.10.2007,12:00,VIC,Ouyen,alluvial swamp,water,dust deposition wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,3 3 0 Dryland Cropping,,2007190162001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190162002,AUGER SAMPLE,0.6,0.9,1,4.5
field,2007190163,,TS0601,-32.912,115.823,12,15.01.2008,08:00,Wa,Pinjarra,flood plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,,2007190163001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190163002,AUGER SAMPLE,0.6,0.9,1,5.5
field,2007190164,,TS0026,-31.91,135.26,157,26.09.2009,,SA,Gairdner,pediplain,sheet flow sheet or surface wash,wind,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,None,2007190164001,PIT TRENCH SAMPLE,0.05,0.1,1,8,2007190164002,PIT TRENCH SAMPLE,0.65,0.7,1,7
field,2007190165,,TS0846,-25.226,131.712,484,17.04.2008,11:03,NT,Eyres Rock,irregular dunefield,wind,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,,None,2007190165001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190165002,AUGER SAMPLE,0.75,0.8,1,7.5
field,2007190166,,TS0466,-29.529,123.143,392,27.03.2008,12:20,WA,Minigwal,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190166001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190166002,AUGER SAMPLE,0.6,0.9,1,5.5
field,2007190167,,TS0399,-25.014,118.27,455,28.02.2008,12:50,WA,Mount Egerton,alluvial plain,channelled stream flow,over bank stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190167001,PIT TRENCH SAMPLE,0.01,0.1,1,8,2007190167002,AUGER SAMPLE,0.6,0.9,1,8
field,2007190168,,TS1281,-33.979,147.562,240,22.02.2008,12:09,NSW,Forbes,flood plain,over bank stream flow,,3 3 0 Dryland Cropping,5 2 3 Sheep,3 3 0 Dryland Cropping,5 2 3 Sheep,Clean site amongst trees on creek bank,2007190168001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190168002,AUGER SAMPLE,0.5,0.83,1,6.5
field,2007190169,,TS0649,-12.927,135.038,30,13.08.2009,12:00,NT,Arnhem Bay,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,,2007190169001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190169002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190170,,TS0870,-13.628,141.701,75,15.08.2008,17:30,QLD,Aurukun,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190170001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190170002,AUGER SAMPLE,0.6,0.92,1,6.5
field,2007190172,,TS1339,-36.153,141.998,89,16.10.2007,13:40,VIC,Horsham,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,3 3 0 Dryland Cropping,,possible camping past,2007190172001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190172002,AUGER SAMPLE,0.58,0.77,1,9.5
field,2007190174,,TS0123,-35.777,140.461,83,26.03.2009,,SA,Pinnaroo,coastal dunes,sand deposition wind,tides,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Minor track 40m  away but any affected material would pass downstream ,2007190174001,PIT TRENCH SAMPLE,0.05,0.1,1,7,2007190174002,PIT TRENCH SAMPLE,0.35,0.4,1,7
field,2007190175,,TS0068,-29.241,134.373,166,20.07.2008,12:00,SA,Coober Pedy,bar plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190175001,PIT TRENCH SAMPLE,0.05,0.15,1,6.5,2007190175002,PIT TRENCH SAMPLE,0.55,0.7,1,6
field,2007190176,2007191566,TS0483,-26.708,114.671,137,29.03.2008,08:50,WA,Yaringa,transverse dunefield,sand deposition wind,sheet flow  sheet or surface wash,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190176001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190176002,AUGER SAMPLE,0.6,0.95,1,4.5
field,2007190177,,TS0662,-14.007,134.437,5,16.08.2009,13:45,NT,Urapunga,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,,2007190177001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190177002,AUGER SAMPLE,0.6,0.9,1,5.5
field,2007190178,,TS0709,-16.429,130.934,50,09.04.2008,11:20,NT,VRD,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Fence 15 m qway,2007190178001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190178002,AUGER SAMPLE,0.6,0.85,1,8
